X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
8.679767693658199,50.856083330748525,,,,,,,-1,-1,-1,,
8.680216637190533,50.855707909908425,,,,,,,-1,-1,-1,,
